arm,metric,n_treatment,n_control,treatment_mean,control_mean,effect,se,ci_low,ci_high,p_value,relative_lift,incremental_total,incremental_total_ci_low,incremental_total_ci_high,p_holm,observed_treatment_revenue,all_treatment_revenue_to_incremental_ratio,break_even_incremental_cost_per_recipient,conservative_break_even_cost_per_recipient,incremental_spend,incremental_roas,iroas_ci_low,iroas_ci_high,iroas_rank,decision
Mens E-Mail,revenue,21307,21306,1.422616511005773,0.6527893551112361,0.7698271558945368,0.14524656024868676,0.4851397325684076,1.0545145792206658,1.1638149682254818e-07,1.1792887703620063,16402.707210644894,10336.87228183506,22468.542139454727,2.3276299364509635e-07,30311.690000000002,1.8479687292307803,0.7698271558945368,0.4851397325684076,,,,,,Collect observed campaign costs; no spend recommendation supported
Womens E-Mail,revenue,21387,21306,1.0772015710478329,0.6527893551112361,0.4244122159365967,0.13033285852919116,0.16895678988377877,0.6798676419894147,0.0011293971023632473,0.6501518638646863,9076.904062235993,3613.4788652443767,14540.329259227614,0.0011293971023632473,23038.11,2.538102181320711,0.4244122159365967,0.16895678988377877,,,,,,Collect observed campaign costs; no spend recommendation supported
