arm,dimension,level,metric,n_treatment,n_control,treatment_mean,control_mean,effect,se,ci_low,ci_high,p_value,relative_lift,incremental_total,incremental_total_ci_low,incremental_total_ci_high,versus_rest_effect,interaction_p,interaction_q_bh
Womens E-Mail,geo_class,Suburban,revenue,9650,9625,0.8466134715025907,0.669442077922078,0.1771713935805127,0.1891658924903792,-0.19361042142596413,0.5479532085869896,0.3489799425355112,0.2646552994255243,1709.7039480519477,-1868.3405667605539,5287.74846286445,-0.45054882520272965,0.08399462659345827,0.3989744763189268
Womens E-Mail,geo_class,Urban,revenue,8556,8542,1.2611407199625992,0.5920053851557012,0.669135334806898,0.2147342223082235,0.24822960561856472,1.0900410639952314,0.0018360443199288627,1.1302858919617955,5725.12192460782,2123.8525056724397,9326.3913435432,0.40805609911652196,0.13045937456408607,0.4957456233435271
Womens E-Mail,newbie,0,conversion,10624,10611,0.008659638554216868,0.007727829610781264,0.0009318089434356032,0.001237272772626484,-0.0015120874793225873,0.003388731729489369,0.4513810410852427,0.12057834998530714,9.899538215059849,-16.064417380323167,36.001885894095054,-0.004340482754912636,0.008362551557036307,0.1271107836669519
Womens E-Mail,newbie,1,conversion,10763,10695,0.009012357149493635,0.0037400654511453952,0.00527229169834824,0.001085497006067839,0.0031656633696004366,0.007476967679456921,1.2454107165078662e-06,1.4096789928458604,56.7456755493221,34.0720348470095,80.47460313399483,0.004340482754912636,0.008362551557036307,0.1271107836669519
Womens E-Mail,newbie,0,revenue,10624,10611,1.0493072289156626,0.9353501083780982,0.11395712053756446,0.1986901016040254,-0.2754905922994947,0.5034048333746236,0.5662838556814719,0.12183365299990898,1210.6804485910848,-2926.8120525898316,5348.172949772002,-0.6183306751185753,0.01774237719547565,0.1911857210125008
Womens E-Mail,newbie,1,revenue,10763,10695,1.1047356684939145,0.37244787283777464,0.7322877956561398,0.1689258432431204,0.40117531349549407,1.0634002778167855,1.4663264622056562e-05,1.9661484171641355,7881.6135446470325,4317.849899152003,11445.377190142062,0.6183306751185753,0.01774237719547565,0.1911857210125008
Womens E-Mail,channel,Multichannel,conversion,2579,2606,0.013958898797983715,0.006907137375287797,0.0070517614226959175,0.0028235118466137417,0.0015044026915859857,0.012930507050521109,0.01238969776393469,1.0209383481969756,18.18649270913277,3.879854541600257,33.34777768329394,0.004478422509001211,0.12886616592166802,0.4957456233435271
Womens E-Mail,channel,Phone,conversion,9454,9327,0.00708694732388407,0.005360780529645117,0.0017261667942389536,0.0011472270497543393,-0.000541829321957375,0.004025929816947848,0.132779589111393,0.3219991537973344,16.319180872735068,-5.122454409785023,38.06114048942496,-0.0024870640652877186,0.12749322795615334,0.4957456233435271
Womens E-Mail,channel,Web,conversion,9354,9373,0.009193927731451786,0.005761229062199936,0.0034326986692518498,0.001259023845828167,0.0009645871058347865,0.005963904203734674,0.006396903809730836,0.595827493090696,32.109463352181805,9.022747787978593,55.78635992173414,0.0005713879669985026,0.7311444232516219,0.854876556417281
Womens E-Mail,channel,Multichannel,revenue,2579,2606,1.7732764637456377,0.6157405986185724,1.1575358651270653,0.4585053376898443,0.25858427374935367,2.056487456504777,0.011625472703167513,1.8799083050947467,2985.284996162701,666.8888419995831,5303.6811503258195,0.8337342307104899,0.08096285299149691,0.3989744763189268
Womens E-Mail,channel,Phone,revenue,9454,9327,0.8769261688174319,0.6444526643079231,0.23247350450950877,0.17942853576952061,-0.11922279108584893,0.5841698001048665,0.19511804469875108,0.3607301472780189,2197.804511632896,-1127.1322669256158,5522.741290191408,-0.3441172018291706,0.18224575868806647,0.5102119213572741
Womens E-Mail,channel,Web,revenue,9354,9373,1.087702587128501,0.6713858956577403,0.4163166914707608,0.19987893605073867,0.024534367161946458,0.8080990157795751,0.037279752498983895,0.620085548658876,3894.226332017496,229.49447043284715,7558.958193602146,-0.014539434587060529,0.9560062071776738,0.9672599739783951
Womens E-Mail,history_segment,1) $0 - $100,conversion,7634,7612,0.007990568509300498,0.004203888596952181,0.003786679912348317,0.0012603578833641355,0.001319378318645854,0.006356526383032151,0.0026784363362159515,0.9007564841498559,28.90751445086705,10.07213408454245,48.52572240806744,0.0010518410454276005,0.5248231157482068,0.7514832829210893
Womens E-Mail,history_segment,2) $100 - $200,conversion,4727,4836,0.007827374656230167,0.0041356492969396195,0.0036917253592905477,0.0015795859870337383,0.0005887628200868817,0.006975049190982376,0.01903170094823064,0.8926591918764545,17.45078577336642,2.78308185055069,32.971057525773695,0.0007611542237324995,0.680267157034192,0.8206397449936285
Womens E-Mail,history_segment,3) $200 - $350,conversion,4155,4044,0.006257521058965102,0.006923837784371909,-0.0006663167254068068,0.0017881975153126028,-0.004317102807054015,0.002927825408925358,0.709211727681355,-0.09623517276946882,-2.768545994065282,-17.937562163309433,12.165114574084864,-0.004679975303396556,0.020124812738157978,0.1911857210125008
Womens E-Mail,history_segment,4) $350 - $500,conversion,2188,2124,0.009140767824497258,0.011299435028248588,-0.0021586672037513296,0.0030665351567129256,-0.008494466216353327,0.0040071025104698255,0.48071090141112816,-0.19104204753199266,-4.723163841807909,-18.58589208138108,8.767540292907977,-0.005852252689593062,0.06586264908879759,0.38504317928835513
Womens E-Mail,history_segment,5) $500 - $750,conversion,1662,1652,0.015643802647412757,0.005447941888619854,0.010195860758792903,0.003542989105670512,0.003252101830456453,0.017824821697612955,0.004093231025866357,1.8715068859473196,16.945520581113804,5.404993242218625,29.62485366143273,0.007681701674827887,0.034892971452116034,0.2410787118509835
Womens E-Mail,history_segment,"6) $750 - $1,000",conversion,593,622,0.013490725126475547,0.00482315112540193,0.008667574001073618,0.005496384626498987,-0.0027269139644917964,0.021955966389518466,0.11084535117419429,1.7970770095559299,5.139871382636655,-1.6170599809436352,13.01988806898445,0.005716379248455515,0.30379825400196125,0.5795727333377148
Womens E-Mail,history_segment,"7) $1,000 +",conversion,428,416,0.02570093457943925,0.014423076923076924,0.011277857656362328,0.009638244220714173,-0.008866048831152874,0.03249130843201416,0.243624631779233,0.7819314641744547,4.826923076923077,-3.7946688997334297,13.906280008902058,0.008337982177210448,0.38868292888535216,0.6713614226201537
